"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"NB10",90,0,0.007,216.29,36.76,0.74,0,2.1,32
"NB11",91,0,0.009,193.46,33.14,0.74,0,2.1,30
"NB12",92,0,0.001,999.99,39.75,0.74,0,1.9,6
"NB13",93,0,0.002,936.75,37.96,0.74,0,1.2,5
"NB14",94,0,0.017,101.36,28.88,0.74,0,2.2,24
"NB20",95,0,0.007,247.95,36.39,0.74,0,2.1,31
"NB21",96,0,0.023,103.42,32.04,0.74,0.1,2.4,5
"NB22",97,0,0.004,999.99,36.93,0.74,0,1.9,15
"NB23",98,0,0,999.99,38.73,0.74,0,2.1,32
"NB24",99,0,0,999.99,37.99,0.74,0,2.1,33
"NB25",100,0,0.039,71.86,19.97,0.74,0.1,2.4,5
"NB30",101,0,0.02,88.18,32.08,0.74,0,2.1,25
"NB31",102,0,0.01,348.94,34.15,0.74,0,1.9,8
"NB32",103,0,0,999.99,38.39,0.74,0,1.9,8
"NB33",104,0,0,999.99,38.13,0.74,0,2,29
"NB34",105,0,0,999.99,36.81,0.74,0,2,30
"NB35",106,0,0,999.99,35.52,0.74,0,1.8,8
"NB40",107,0,0.057,29.64,37.04,0.74,0.3,4.2,29
"NB41",108,0,0.04,52.31,32.29,0.74,0.1,2.4,10
"NB42",109,0,0,999.99,37.01,0.74,0,1.9,28
"NB43",110,0,0,999.99,33.03,0.74,0,2.2,32
"NB44",111,0,0,999.99,35.04,0.74,0,1.7,32
"NB45",112,0,0,999.99,33.68,0.74,0,1.5,32
"NB46",113,0,0,999.99,28.8,0.74,0,1.3,7
"NB52",114,0,0,999.99,34.17,0.74,0,2.1,31
"NB53",115,0,0,999.99,34.24,0.74,0,1.8,25
"NB54",116,0,0,999.99,32.55,0.74,0,1.8,29
"NB55",117,0,0,999.99,33.09,0.74,0,2,26
"NB56",118,0,0.001,999.99,25.96,0.74,0,1.7,6
"NB90",119,0,0.13,17.51,41.44,0.74,0.6,5,4
"NB91",120,0,0.084,25.13,37.11,0.74,0.4,4.7,6
"NC00",121,0,0.108,21.68,42.71,0.74,0.5,5,5
"NC01",122,0,0.102,22.78,41.73,0.74,0.4,4.3,5
"NC02",123,1,0.105,28.06,39.85,0.74,0.4,4.5,5
"NC03",124,0,0.105,24.04,37.39,0.74,0.4,3.7,5
"NC10",125,0,0.095,24.12,42.05,0.74,0.4,4.4,6
"NC11",126,1,0.102,22.71,42.39,0.74,0.4,3.9,5
"NC12",127,0,0.096,26.75,40.3,0.74,0.3,3.9,5
"NC13",128,2,0.11,26.17,38.33,0.74,0.4,3.8,6
"NC14",129,0,0.105,24.52,37.01,0.74,0.3,3.2,5
"NC15",130,0,0.109,23.73,35.68,0.74,0.3,3.3,5
"NC16",131,0,0.016,94.51,34,0.74,0,2.1,30
