"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"NC20",132,0,0.052,34.98,35.77,0.74,0.2,2.7,11
"NC21",133,1,0.075,37.94,41.53,0.74,0.3,4.8,4
"NC22",134,0,0.106,23.63,41.13,0.74,0.4,3.6,5
"NC23",135,0,0.104,25.93,38.61,0.74,0.3,3.4,4
"NC24",136,0,0.104,23.65,36.55,0.74,0.3,3,5
"NC25",137,0,0.086,26.02,38.44,0.74,0.3,2.9,5
"NC26",138,0,0.009,214.56,35.92,0.74,0,1.8,13
"NC27",139,0,0.003,581.78,36.29,0.74,0,1.6,33
"NC30",140,0,0.12,20.99,30.95,0.74,0.5,4.8,6
"NC31",141,0,0.033,60.42,37.52,0.74,0.1,2.7,10
"NC32",142,0,0.051,70.75,43.65,0.74,0.1,3.7,7
"NC33",143,0,0.08,27.88,38.17,0.74,0.3,3.3,5
"NC34",144,0,0.069,41.06,38.62,0.74,0.2,3.6,5
"NC35",145,0,0.054,76.01,38.97,0.74,0.2,4,7
"NC36",146,0,0.036,54.02,39.15,0.74,0.1,1.7,10
"NC37",147,0,0.024,65.33,37.5,0.74,0,1.7,30
"NC40",148,0,0.115,20.58,32.97,0.74,0.5,4.3,7
"NC41",149,0,0.05,59.19,40.4,0.74,0.1,2.4,4
"NC42",150,0,0.05,50.22,39.87,0.74,0.2,4.1,8
"NC43",151,0,0.052,90.66,39.81,0.74,0.1,4.5,8
"NC44",152,0,0.053,76.71,39.74,0.74,0.2,4.1,5
"NC45",153,1,0.052,68.86,40.05,0.74,0.1,3.3,6
"NC46",154,0,0.079,26.56,37.95,0.74,0.2,2.8,6
"NC50",155,2,0.122,21.5,31.28,0.74,0.5,5,7
"NC51",156,0,0.118,26.61,30.01,0.74,0.5,5.1,5
"NC52",157,0,0.015,129.7,37.73,0.74,0.1,3.7,9
"NC53",158,0,0.061,109.1,38.99,0.74,0.1,3.4,8
"NC54",159,0,0.051,70.5,39.98,0.74,0.2,4,8
"NC55",160,0,0.022,71.08,40.68,0.74,0,1.7,28
"NC56",161,0,0.01,140.27,40.11,0.74,0,1.6,33
"NC60",162,1,0.065,29.69,33.64,0.74,0.3,4,11
"NC61",163,0,0.061,32.94,37.17,0.74,0.3,4.1,17
"NC62",164,0,0.02,84.62,39.26,0.74,0,2,13
"NC63",165,0,0.063,47.67,40.38,0.74,0.2,3.7,5
"NC64",166,0,0.032,91.44,43.19,0.74,0.1,2.4,4
"NC65",167,0,0.034,64.62,43.16,0.74,0.1,3.2,6
"NC66",168,0,0.091,22.22,32.21,0.74,0.3,2.9,6
"NC70",169,0,0.053,35.32,32.91,0.74,0.2,3.9,12
"NC71",170,0,0.048,55.5,37.54,0.74,0.2,3.8,5
"NC72",171,0,0.008,266.35,41.03,0.74,0,2.8,8
"NC73",172,0,0.025,98.24,42.17,0.74,0.1,3.5,5
"NC74",173,0,0.009,192.29,44.84,0.74,0,2.1,13
"NC75",174,0,0.02,84.34,44.04,0.74,0.1,2.3,26
"NC76",175,0,0.044,38.75,38.07,0.74,0.1,2.2,31
"NC80",176,0,0.117,16.67,23.26,0.74,0.5,4.3,11
"NC81",177,0,0.03,147.01,35.02,0.74,0.1,3.7,14
"NC82",178,0,0.024,127.62,38.6,0.74,0.1,3.1,5
"NC83",179,0,0.009,188.65,44.14,0.74,0,2.4,20
"NC84",180,0,0.011,179.19,43.18,0.74,0,3.1,9
"NC85",181,0,0.009,182.2,44.58,0.74,0,2.7,23
"NC86",182,0,0.011,139.38,44.11,0.74,0,2.5,32
"NC90",183,0,0.057,34.87,30,0.74,0.3,4.6,9
"NC91",184,0,0.07,26.98,23.69,0.74,0.3,3.9,10
"NC92",185,0,0.026,62.87,35.38,0.74,0.1,1.9,14
"NC93",186,0,0.007,237.54,41,0.74,0,2.5,23
"NC94",187,0,0.009,178.83,41.93,0.74,0,2.8,23
"NC95",188,0,0.008,194.53,42.82,0.74,0,2.3,32
"NC96",189,0,0.027,67.66,40.05,0.74,0.1,2.9,11
"ND01",190,0,0.065,30.96,26.68,0.74,0.3,3.7,8
"ND02",191,0,0.022,164.19,38.72,0.74,0,2.7,6
"ND03",192,0,0.009,195.75,40.67,0.74,0,2.4,23
"ND04",193,0,0.01,172.46,39.94,0.74,0,3.2,15
"ND05",194,0,0.012,142.18,41.45,0.74,0,2.8,22
"ND06",195,0,0.006,999.99,35.83,0.74,0,3.1,11
"ND07",196,0,0.004,999.99,39.37,0.74,0,2.9,16
"ND12",197,0,0.027,55.28,38.2,0.74,0.1,2.7,31
"ND13",198,0,0.018,105.92,39.52,0.74,0,2.1,9
"ND14",199,0,0.007,216.29,40.46,0.74,0,2.3,31
"ND15",200,0,0.01,463.97,36.86,0.74,0,2.7,8
"ND16",201,0,0.006,350.5,37.35,0.74,0,1.1,9
"ND17",202,0,0.005,334.82,40.71,0.74,0,2.3,31
"ND19",203,0,0.034,65.46,27.57,0.74,0.1,2.6,6
"ND23",204,0,0.018,532.96,30.4,0.74,0,4.1,6
"ND24",205,0,0.015,137.21,36.69,0.74,0,2.9,9
"ND25",206,0,0.005,537.42,38.22,0.74,0,2.4,8
"ND26",207,0,0.004,999.99,39.77,0.74,0,2.6,9
"ND27",208,0,0.003,607.53,44.42,0.74,0,2.6,30
"ND28",209,0,0.003,999.99,41.97,0.74,0,2.8,8
"ND29",210,0,0.03,80.32,27.82,0.74,0.1,2.4,6
"ND33",211,0,0.01,999.99,32.62,0.74,0,2.7,17
"ND34",212,0,0.008,407.23,38.7,0.74,0,2.7,7
"ND35",213,0,0.008,278,37.99,0.74,0,1.2,8
"ND36",214,0,0.005,290.93,38.1,0.74,0,2.4,33
"ND37",215,0,0.005,333.43,41.59,0.74,0,2.4,33
"ND38",216,0,0.003,677.11,42.94,0.74,0,1.1,7
"ND39",217,0,0.002,626.09,43.67,0.74,0,2.9,32
"ND47",218,0,0.003,703.47,43.87,0.74,0,1.2,9
"ND48",219,0,0.004,418.09,43.49,0.74,0,0.8,33
"ND49",220,0,0.003,496.95,42.77,0.74,0,0.9,23
"ND59",221,0,0.004,359.94,43.11,0.74,0,0.8,33
"NF56",222,0,0.002,999.99,34.25,0.74,0,2,7
"NF60",223,0,0.017,84.21,37.26,0.74,0.1,2.3,32
"NF61",224,0,0.007,236.92,41.52,0.74,0,2.6,29
"NF66",225,0,0.002,999.99,31.55,0.74,0,2.2,6
"NF67",226,0,0.001,999.99,33.66,0.74,0,2.2,9
"NF70",227,0,0.017,84.4,39.29,0.74,0,2.2,32
"NF71",228,0,0.016,105.31,40.53,0.74,0,2.1,26
"NF72",229,0,0.012,165.13,35.58,0.74,0,1.1,7
"NF73",230,0,0.019,110,40.27,0.74,0,1.2,5
"NF74",231,0,0.005,357.2,38.45,0.74,0,1.7,13
"NF75",232,0,0.003,636.65,35.11,0.74,0,2.1,12
"NF76",233,0,0.002,999.99,39.3,0.74,0,1.7,15
"NF77",234,0,0.006,361.58,40.92,0.74,0,1.7,10
"NF80",235,0,0.011,152.68,41.9,0.74,0,2,21
"NF81",236,0,0.029,494.84,29.15,0.74,0,4.3,21
"NF82",237,0,0.021,369.98,29.96,0.74,0,4.3,18
"NF83",238,0,0.023,825.62,34.35,0.74,0,3.9,12
"NF84",239,0,0.001,999.99,37.96,0.74,0,1,8
"NF85",240,0,0.002,999.99,40.75,0.74,0,1.1,5
"NF86",241,0,0.001,999.99,45.1,0.74,0,1.5,7
"NF87",242,0,0.003,670.72,44.11,0.74,0,1.6,18
"NF88",243,0,0.007,773.23,27.13,0.74,0,3.6,20
"NF89",244,0,0.002,999.99,30.91,0.74,0,1.8,11
"NF95",245,0,0.017,356.63,36.76,0.74,0,3.7,6
"NF96",246,0,0.019,269.76,37.33,0.74,0,2.6,16
"NF97",247,0,0.018,134.93,39.11,0.74,0,1.8,5
"NF98",248,0,0.005,311.7,31.84,0.74,0,1.7,32
"NF99",249,0,0.026,68.78,20.78,0.74,0.1,4.1,30
"NG07",250,0,0.001,999.99,46.29,0.74,0,1.8,9
"NG08",251,0,0.015,115.02,35.45,0.74,0,1.9,11
"NG09",252,0,0.014,118.49,33.52,0.74,0,1.8,20
"NG13",253,0,0.024,85.34,34.6,0.74,0.1,4.6,13
"NG14",254,0,0.003,999.99,34.42,0.74,0,2.4,10
"NG15",255,0,0.004,585.64,41.74,0.74,0,1.7,6
"NG18",256,0,0.006,270.4,34.51,0.74,0,1.8,28
"NG19",257,0,0.006,283.47,40.68,0.74,0,1.8,30
"NG20",258,0,0.024,59.22,36.63,0.74,0,1.5,31
"NG23",259,0,0.027,532.66,33.26,0.74,0,3.9,8
"NG24",260,0,0.006,568.89,36.38,0.74,0,2.2,6
"NG25",261,0,0.023,120.49,39.31,0.74,0,1.8,6
"NG26",262,0,0.011,333.38,42.67,0.74,0,2,9
"NG29",263,0,0.019,86.17,36.2,0.74,0,1.9,22
"NG30",264,0,0.034,62.26,34.03,0.74,0.2,4.5,6
"NG31",265,0,0.033,55.71,34.48,0.74,0.2,4.5,11
"NG32",266,0,0.025,139.26,32,0.74,0.1,4.9,5
"NG33",267,0,0.022,165.95,34.41,0.74,0,2.7,6
"NG34",268,0,0.003,756.91,33.12,0.74,0,2.1,17
"NG35",269,0,0.009,266,38.99,0.74,0,2.1,7
"NG36",270,0,0.043,213.94,33.16,0.74,0.1,4.2,6
"NG37",271,0,0.028,249.98,31.11,0.74,0,2.6,10
"NG38",272,0,0.001,999.99,30.06,0.74,0,2.3,16
"NG39",273,0,0.009,193.45,27.27,0.74,0,2.7,29
"NG40",274,0,0.045,41.12,31.05,0.74,0.2,3,11
"NG41",275,0,0.059,190.42,31.6,0.74,0.1,5.3,8
"NG42",276,0,0.028,130.03,28.29,0.74,0.1,5,14
"NG43",277,0,0.006,266.07,28.26,0.74,0,2.8,15
"NG44",278,0,0.009,192.85,32.77,0.74,0,2.6,23
"NG45",279,0,0.051,43.55,35.66,0.74,0.2,4.3,13
"NG46",280,0,0.012,125.43,36.54,0.74,0,2.4,33
"NG47",281,0,0.039,81.5,30.97,0.74,0.1,3.7,5
"NG49",282,0,0.037,77.98,25.16,0.74,0.1,4,9
"NG50",283,0,0.046,62.73,33.13,0.74,0.2,5.9,7
"NG51",284,0,0.053,42.22,34.32,0.74,0.3,6.1,13
"NG52",285,0,0.048,40.98,37.55,0.74,0.3,5.9,11
"NG53",286,0,0.064,47.59,28.34,0.74,0.3,5.1,4
"NG54",287,1,0.087,24.54,33.11,0.74,0.4,4.9,8
"NG55",288,0,0.031,258.77,31.57,0.74,0.1,7.9,8
"NG56",289,0,0.015,103.6,32.52,0.74,0,2.2,28
"NG60",290,0,0.06,76.06,32.63,0.74,0.2,4.2,13
"NG61",291,0,0.06,44.22,30.91,0.74,0.3,6.3,7
"NG62",292,0,0.06,42.03,28.38,0.74,0.2,3.3,8
"NG63",293,0,0.091,25.17,34.64,0.74,0.5,6,6
"NG64",294,0,0.071,22.2,33.25,0.74,0.4,4.8,28
"NG65",295,0,0.096,18.31,36.83,0.74,0.6,5.4,15
"NG66",296,0,0.117,15.81,34.76,0.74,0.7,5.2,9
"NG70",297,0,0.027,56.1,36.73,0.74,0.2,7.1,32
"NG71",298,0,0.038,47.85,35.73,0.74,0.4,8.9,21
"NG72",299,0,0.079,53.19,32.21,0.74,0.5,8.9,6
"NG73",300,0,0.025,83.02,34.92,0.74,0.2,6.6,10
"NG74",301,0,0.115,16.39,37.13,0.74,0.6,5.1,9
"NG75",302,0,0.079,20.78,36.11,0.74,0.5,5,23
"NG76",303,0,0.073,20.66,35.22,0.74,0.4,4.3,32
"NG77",304,0,0.082,20.11,37.53,0.74,0.4,4.5,24
"NG78",305,0,0.024,66.1,32.51,0.74,0.1,2.1,32
"NG79",306,0,0.064,30.84,34.96,0.74,0.3,3.9,6
"NG80",307,0,0.029,59.15,36.24,0.74,0.2,6.3,28
"NG81",308,0,0.03,51.44,37.35,0.74,0.2,6.6,32
"NG82",309,0,0.047,71.59,35.4,0.74,0.3,9.1,5
"NG83",310,0,0.107,16.12,30.43,0.74,1,8.1,21
"NG84",311,0,0.117,15.52,40.22,0.74,0.7,5.4,12
"NG85",312,4,0.089,18.8,37.98,0.74,0.5,5,18
"NG86",313,0,0.086,19.56,38.92,0.74,0.5,4.8,19
"NG87",314,0,0.102,17.24,39.63,0.74,0.5,4.6,13
"NG88",315,1,0.099,19.58,38.95,0.74,0.5,4.4,7
"NG89",316,0,0.099,20.36,42.04,0.74,0.5,4.6,8
"NG90",317,0,0.027,65.76,38.74,0.74,0.2,6.1,25
"NG91",318,0,0.043,45.97,36.15,0.74,0.3,5.7,20
"NG92",319,0,0.036,48.81,36.9,0.74,0.3,6.3,29
"NG93",320,0,0.035,63.1,35.08,0.74,0.2,6.6,11
"NG94",321,1,0.142,14.04,38.66,0.74,0.9,5.7,6
"NG95",322,0,0.123,15,41.63,0.74,0.7,5.2,10
"NG96",323,3,0.097,18.22,40.7,0.74,0.5,4.8,13
"NG97",324,2,0.138,13.76,38.15,0.74,0.7,4.9,7
"NG98",325,0,0.095,20.8,42.29,0.74,0.5,4.6,9
"NG99",326,0,0.101,21.63,43.23,0.74,0.5,4.9,6
"NH00",327,0,0.026,65.53,40.13,0.74,0.2,6.3,29
"NH01",328,0,0.031,55.38,37.76,0.74,0.2,6.1,27
"NH02",329,0,0.036,50.24,35.96,0.74,0.2,6.1,23
"NH03",330,0,0.05,36.56,36.29,0.74,0.3,5,23
"NH04",331,1,0.073,36.14,37.21,0.74,0.5,7.2,4
"NH05",332,6,0.161,12.87,39.2,0.74,1,5.9,5
"NH06",333,2,0.134,12.47,32.97,0.74,0.7,4.2,15
"NH07",334,0,0.106,16.94,41.48,0.74,0.5,4.5,11
"NH08",335,0,0.1,18.61,41.96,0.74,0.5,4.4,11
"NH09",336,0,0.096,22.38,43.15,0.74,0.5,4.6,7
"NH10",337,0,0.047,37.75,40.93,0.74,0.5,8.5,27
"NH11",338,0,0.047,51.38,38.66,0.74,0.3,5.7,6
"NH12",339,3,0.061,65.35,38.06,0.74,0.4,7.8,7
"NH13",340,0,0.083,20.26,37.39,0.74,0.4,4.3,14
"NH14",341,0,0.113,16.73,37.46,0.74,0.7,5.9,7
"NH15",342,0,0.158,10.72,34.06,0.74,0.8,4.4,10
"NH16",343,0,0.11,34.3,27.84,0.74,0.4,4,9
"NH17",344,0,0.101,17.65,29.73,0.74,0.3,2.9,10
"NH18",345,0,0.132,15.76,36.15,0.74,0.7,5.2,5
"NH19",346,2,0.107,21.37,42.58,0.74,0.5,4.6,6
"NH20",347,1,0.046,40.55,37.86,0.74,0.4,7.6,17
"NH21",348,0,0.048,36.32,36.09,0.74,0.4,8.1,26
"NH22",349,10,0.119,15.69,32.22,0.74,1.1,8.6,15
"NH23",350,2,0.153,13.57,37.65,0.74,1.1,6.8,6
"NH24",351,0,0.107,19,37.59,0.74,0.8,7,7
"NH25",352,0,0.172,11.93,34.26,0.74,1,5.9,5
"NH26",353,0,0.127,21.45,25.95,0.74,0.5,4,8
"NH27",354,0,0.133,14.3,39.27,0.74,0.7,5.1,8
"NH28",355,1,0.099,24.25,36.38,0.74,0.6,6.5,5
"NH29",356,0,0.077,26.35,38.62,0.74,0.3,4.1,7
"NH30",357,1,0.124,14.6,31.12,0.74,1.4,10.1,14
"NH31",358,1,0.075,21.79,32.99,0.74,0.8,9.4,30
"NH32",359,3,0.182,11.87,34.33,0.74,1.3,7.4,6
"NH33",360,5,0.194,10.76,34.47,0.74,1.5,7.5,7
"NH34",361,0,0.148,14.58,37.03,0.74,1.1,7.1,6
"NH35",362,2,0.172,12.31,34.69,0.74,1.1,6.6,6
"NH36",363,1,0.176,13.57,33.66,0.74,1.1,6.6,5
"NH37",364,0,0.123,18.47,34.28,0.74,0.6,5.2,4
"NH38",365,0,0.102,23.71,36.5,0.74,0.7,6.8,5
"NH39",366,0,0.074,31.73,34.45,0.74,0.3,4.6,8
"NH40",367,0,0.069,39.53,38.51,0.74,0.6,9.2,7
"NH41",368,0,0.174,10.15,29.88,0.74,1.9,9.9,11
"NH42",369,2,0.182,12.54,31.72,0.74,1.5,8.6,6
"NH43",370,0,0.213,9.38,33.59,0.74,1.8,8.2,7
"NH44",371,1,0.191,11.45,37.16,0.74,1.4,7.4,5
"NH45",372,3,0.141,14.69,37.57,0.74,1.1,7.8,7
"NH46",373,0,0.172,11.89,35.69,0.74,1.2,6.7,7
"NH47",374,0,0.114,19.77,38.58,0.74,0.7,6.5,6
"NH48",375,0,0.11,21.68,37.64,0.74,0.7,6.5,6
"NH49",376,4,0.136,18.49,31.54,0.74,0.7,5.2,5
"NH50",377,0,0.069,33.66,38.89,0.74,0.7,10,11
"NH51",378,1,0.082,31.59,33.05,0.74,0.7,9.4,7
"NH52",379,0,0.189,9.27,31.45,0.74,2,9.6,12
"NH53",380,1,0.181,9.93,31.59,0.74,1.8,9.1,12
"NH54",381,1,0.16,15.38,36.51,0.74,1.3,8.8,4
"NH55",382,4,0.148,15.58,37.8,0.74,1.1,7.9,5
"NH56",383,0,0.132,17.1,40,0.74,1.1,8.4,6
"NH57",384,0,0.169,14.28,36.93,0.74,1.1,6.7,5
"NH58",385,0,0.116,20.83,36.08,0.74,0.7,6.2,5
"NH59",386,1,0.119,19.26,32.6,0.74,0.7,6.3,9
"NH60",387,0,0.075,30.31,38.31,0.74,0.7,10.3,12
"NH61",388,0,0.073,30.17,36.52,0.74,0.8,10.4,13
"NH62",389,0,0.203,8.01,30.71,0.74,2.3,9.7,2
"NH63",390,0,0.174,10.52,32.17,0.74,1.9,9.9,14
"NH64",391,4,0.163,14.9,37.53,0.74,1.4,9,5
"NH65",392,0,0.15,15.98,40.35,0.74,1.3,9.1,6
"NH66",393,0,0.145,16.23,40.89,0.74,1.1,8.1,5
"NH67",394,0,0.122,18.34,40.27,0.74,1,8.2,7
"NH68",395,0,0.138,16.42,32.76,0.74,0.7,5.3,7
"NH69",396,1,0.15,15.3,30.9,0.74,0.7,5.1,8
"NH70",397,3,0.116,17.29,34.84,0.74,1.2,9.7,12
"NH71",398,0,0.098,23.77,36.83,0.74,1,10.6,9
"NH72",399,0,0.131,12.44,27.62,0.74,1.2,8.1,26
"NH73",400,0,0.171,9.15,29.09,0.74,1.7,8.6,25
"NH74",401,0,0.151,15.29,37.29,0.74,1.3,9.2,6
"NH75",402,2,0.14,16.37,40.76,0.74,1,7.6,6
"NH76",403,0,0.139,17.46,41.4,0.74,1.1,8.1,6
"NH77",404,0,0.132,17.88,40.5,0.74,1,8.1,6
"NH78",405,0,0.129,15.61,38.04,0.74,0.9,6.9,10
"NH79",406,0,0.144,18.67,30.78,0.74,0.7,5.6,7
"NH80",407,7,0.196,8.21,31.87,0.74,2.3,10,13
"NH81",408,11,0.134,11.86,33.42,0.74,1.5,9.4,23
"NH82",409,0,0.141,11.29,30.61,0.74,1.4,8.6,25
"NH83",410,0,0.129,12.51,26.59,0.74,1.2,8.1,28
"NH84",411,1,0.124,15.67,35.12,0.74,1.1,8.6,14
"NH85",412,1,0.141,17.72,40.02,0.74,1,7.9,6
"NH86",413,0,0.12,18.89,38.96,0.74,0.8,6.8,10
"NH87",414,0,0.132,16.86,38.84,0.74,0.9,6.7,9
"NH88",415,0,0.122,17.69,36.61,0.74,0.8,6.3,10
"NH89",416,1,0.124,15.96,36.88,0.74,0.8,6.3,14
"NH90",417,8,0.134,16.47,39.41,0.74,1.4,10.5,8
"NH91",418,10,0.173,9.75,32.17,0.74,2,10.1,18
"NH92",419,1,0.139,11.53,31.3,0.74,1.5,9.4,28
"NH93",420,0,0.118,13.04,25.14,0.74,1.1,8,32
"NH94",421,1,0.124,14.65,38.06,0.74,1.4,10.2,20
"NH95",422,4,0.126,21.48,41.99,0.74,1,9.4,6
"NH96",423,1,0.118,18.21,43.2,0.74,1.2,10,14
"NH97",424,0,0.117,18.75,39.83,0.74,0.8,6.7,7
"NH98",425,0,0.125,18.71,35.28,0.74,0.7,6.2,9
"NJ00",426,0,0.096,23.19,39.29,0.74,1.1,11.3,10
"NJ01",427,9,0.144,11.69,34.54,0.74,1.7,10.1,17
"NJ02",428,8,0.137,12.03,31.28,0.74,1.5,9.6,27
"NJ03",429,4,0.134,10.96,27.45,0.74,1.4,8.6,31
"NJ04",430,0,0.114,14.22,27.85,0.74,1.1,8.6,29
"NJ05",431,2,0.114,24.18,40.9,0.74,1,9.8,7
"NJ06",432,3,0.133,19.48,38.77,0.74,0.8,6.8,6
"NJ10",433,0,0.106,21.29,38.84,0.74,1.2,11.2,9
"NJ11",434,0,0.109,16.25,37.4,0.74,1.2,9.7,17
"NJ12",435,0,0.122,12.56,31.22,0.74,1.3,9.1,29
"NJ13",436,1,0.122,13.49,24.17,0.74,1.3,8.9,25
"NJ14",437,0,0.135,12.13,30.36,0.74,1.5,9.3,26
"NJ15",438,0,0.094,20.46,41.21,0.74,1,10.4,16
"NJ16",439,0,0.114,25.82,36.12,0.74,0.6,6,5
"NJ17",440,0,0.092,19.91,37.26,0.74,0.5,4.7,20
"NJ20",441,0,0.122,15.61,39.18,0.74,1.3,10.2,13
"NJ21",442,0,0.135,13.92,37.25,0.74,1.4,9.9,11
"NJ22",443,0,0.132,11.86,30.21,0.74,1.4,9.1,27
"NJ23",444,0,0.136,11.36,26.26,0.74,1.5,8.9,27
"NJ24",445,0,0.114,18.79,38.21,0.74,1.2,10.6,12
"NJ25",446,0,0.095,21.48,39.3,0.74,1,10.3,12
"NJ26",447,0,0.106,27.22,37.18,0.74,0.5,6,5
"NJ27",448,0,0.082,28.7,32.17,0.74,0.4,5,6
"NJ30",449,0,0.116,14.63,35.39,0.74,1.3,9.6,22
"NJ31",450,0,0.139,11.33,35.3,0.74,1.6,9.6,26
"NJ32",451,0,0.107,15.52,33.43,0.74,1.1,9.1,24
"NJ33",452,0,0.122,13.11,26.15,0.74,1.3,9,27
"NJ34",453,0,0.097,20.87,38.23,0.74,1.1,10.6,16
"NJ35",454,0,0.104,25.36,38.15,0.74,0.9,10.1,8
"NJ36",455,2,0.102,22.12,39.92,0.74,0.6,5.8,10
"NJ40",456,0,0.073,39.51,35.3,0.74,0.6,9.7,9
"NJ41",457,0,0.067,39.24,34.89,0.74,0.5,9.2,9
"NJ42",458,0,0.111,14.68,31.43,0.74,1.2,9,27
"NJ43",459,0,0.089,19.47,32.94,0.74,1.1,10.6,25
"NJ44",460,0,0.08,41.35,36.65,0.74,0.4,6.2,5
"NJ45",461,0,0.09,29.42,39.08,0.74,0.5,6.1,6
"NJ46",462,0,0.097,23.07,39.53,0.74,0.5,5.6,10
"NJ50",463,0,0.079,148.54,29.51,0.74,0.2,8.8,8
"NJ51",464,1,0.094,128.88,31.9,0.74,0.1,3.4,8
"NJ52",465,1,0.087,71.9,33.49,0.74,0.2,3.6,6
"NJ53",466,0,0.081,111.25,35.51,0.74,0.2,4.7,8
"NJ54",467,0,0.078,49.97,38.77,0.74,0.3,5.1,6
"NJ55",468,0,0.078,51.61,39.79,0.74,0.3,5.4,6
"NJ56",469,0,0.052,58,41.25,0.74,0.2,4.8,5
"NJ60",470,0,0.075,229.91,30.69,0.74,0.2,9.3,7
"NJ61",471,1,0.06,120.23,32.74,0.74,0.3,9.5,7
"NJ62",472,0,0.088,59.56,35.85,0.74,0.2,3.2,5
"NJ63",473,0,0.042,585.55,38.16,0.74,0.1,3.8,12
"NJ64",474,0,0.027,266.01,36.94,0.74,0.1,3.9,9
"NJ65",475,0,0.032,202.39,40.02,0.74,0.1,4,10
"NJ66",476,0,0.035,121.73,39.58,0.74,0.1,4.2,6
"NJ70",477,0,0.084,64.91,32.63,0.74,0.2,3.1,10
"NJ71",478,0,0.069,186.67,36.34,0.74,0.1,2.5,13
"NJ72",479,0,0.026,505.5,34.05,0.74,0,2.7,11
"NJ73",480,0,0.032,490.95,36.61,0.74,0,3.4,11
"NJ74",481,0,0.024,389.45,35.97,0.74,0,3.8,9
"NJ75",482,0,0.028,140.85,37.58,0.74,0.1,3.9,5
"NJ76",483,0,0.03,154.29,39.38,0.74,0.1,4,6
"NJ80",484,0,0.068,300.21,34.95,0.74,0.1,3.1,12
"NJ81",485,0,0.066,273.24,36.19,0.74,0.1,2.8,13
"NJ82",486,0,0.026,105.86,34.35,0.74,0,1.4,14
"NJ83",487,0,0.025,449.47,35.92,0.74,0,3.3,9
"NJ84",488,0,0.029,644.96,40.55,0.74,0,3.7,13
"NJ85",489,0,0.04,148.35,42.83,0.74,0.1,2.5,23
"NJ86",490,0,0.047,888.09,40.84,0.74,0.1,4.8,19
"NJ90",491,0,0.061,447.12,31.45,0.74,0.1,8.9,18
"NJ91",492,0,0.051,44.19,35.74,0.74,0.1,1.2,8
"NJ92",493,0,0.025,91.53,33.18,0.74,0,1.3,5
"NJ93",494,0,0.032,430.82,38.45,0.74,0,2.5,14
"NJ94",495,0,0.031,564.28,39.69,0.74,0,3.3,12
"NJ95",496,0,0.04,294.6,42.95,0.74,0.1,3.6,17
"NJ96",497,0,0.026,432.38,41.85,0.74,0,3.9,9
"NK02",498,0,0.076,60.83,31.32,0.74,0.1,2.6,6
"NK03",499,0,0.033,69.88,38.14,0.74,0,1.2,6
"NK04",500,0,0.035,418.07,40.11,0.74,0,3,12
"NK05",501,0,0.039,180.92,42.22,0.74,0.1,2.6,39
"NK06",502,0,0.037,82.54,40.24,0.74,0.1,1.8,8
"NK13",503,0,0.041,220.59,35.88,0.74,0.1,2,70
"NK14",504,0,0.048,129.72,37.78,0.74,0.1,2.2,14
"NK15",505,0,0.067,65.68,36.75,0.74,0.2,3.6,5
"NL57",506,0,0.021,78.95,34.2,0.74,0,1.9,24
"NL58",507,0,0.015,94.12,37.21,0.74,0.1,2.8,32
"NL68",508,0,0.013,107.31,38.46,0.74,0.1,3,31
"NL69",509,0,0.016,98.91,38.89,0.74,0.1,2.7,29
"NL79",510,0,0.016,94.43,39.78,0.74,0,2.5,32
"NL93",511,0,0.016,92.42,40.72,0.74,0.1,3.8,32
"NL94",512,0,0.016,127.68,36.83,0.74,0.1,5.3,11
"NM04",513,0,0.019,88.8,38.91,0.74,0.1,4.3,23
"NM05",514,0,0.014,152.22,41.61,0.74,0.1,3.8,9
"NM14",515,0,0.016,133.39,45.21,0.74,0.1,4.1,14
"NM15",516,0,0.024,101.69,34.87,0.74,0.1,4.1,6
"NM16",517,0,0.018,124.17,43.18,0.74,0.1,3.2,6
"NM19",518,0,0.028,52.28,33.39,0.74,0.1,1.7,32
"NM21",519,0,0.015,168.84,36.16,0.74,0.1,3.6,7
"NM22",520,0,0.02,126.92,36.37,0.74,0.1,5.5,8
"NM23",521,0,0.014,114.19,42.37,0.74,0.1,4.5,28
"NM24",522,0,0.018,104.95,42.91,0.74,0.1,4.5,12
"NM25",523,0,0.027,56.87,31.25,0.74,0.1,2.5,31
"NM26",524,0,0.031,45.68,39.78,0.74,0.1,2.3,32
"NM29",525,0,0.057,35.16,31.05,0.74,0.1,2,6
"NM31",526,0,0.02,78.82,36.11,0.74,0.2,6.4,32
"NM32",527,0,0.039,163.01,36.69,0.74,0.1,5.5,6
"NM33",528,0,0.021,76.36,37.26,0.74,0.1,4.2,32
"NM34",529,0,0.051,40.12,35.37,0.74,0.2,4,14
"NM35",530,0,0.036,60.87,39.53,0.74,0.2,4.8,9
"NM37",531,0,0.027,58.64,41.63,0.74,0.1,3.6,32
"NM38",532,0,0.025,88.19,40.63,0.74,0.1,3.3,5
"NM39",533,1,0.031,54.55,35.44,0.74,0.2,5.6,32
"NM40",534,0,0.034,71.21,31.97,0.74,0.1,2.9,5
"NM41",535,0,0.052,37.79,35.58,0.74,0.3,5.8,24
"NM42",536,0,0.062,57.5,31.4,0.74,0.3,6.3,5
