"Location","Loc_no","No_spp","Phi_in","Alpha","Wgt_n2","Phi_out","Spnum_in","Spnum_out","Iter"
"NB11",91,0,0.001,999.99,33.14,0.74,0,0.7,31
"NB12",92,0,NA,NA,39.75,NA,0,NA,101
"NB13",93,0,0,999.99,37.96,0.74,0,0.7,31
"NB14",94,0,0.008,165.01,28.88,0.74,0,1.5,32
"NB20",95,0,0,999.99,36.39,0.74,0,0.7,31
"NB21",96,0,0.002,681.38,32.04,0.74,0,2.2,32
"NB22",97,0,0,999.99,36.93,0.74,0,0.7,31
"NB23",98,0,0,999.99,38.73,0.74,0,0.7,31
"NB24",99,0,0,999.99,37.99,0.74,0,0.7,31
"NB25",100,0,0.026,54.2,19.97,0.74,0,1.5,31
"NB30",101,0,0.001,999.99,32.08,0.74,0,1.2,8
"NB31",102,0,0,999.99,34.15,0.74,0,0.7,31
"NB32",103,0,0,999.99,38.39,0.74,0,0.7,31
"NB33",104,0,0,999.99,38.13,0.74,0,0.7,31
"NB34",105,0,0,999.99,36.81,0.74,0,0.7,31
"NB35",106,0,0,999.99,35.52,0.74,0,1.1,11
"NB40",107,0,0.033,55.6,37.04,0.74,0.1,2.1,25
"NB41",108,0,0.004,514.63,32.29,0.74,0,1.3,12
"NB42",109,0,0,999.99,37.01,0.74,0,0.7,31
"NB43",110,0,0,999.99,33.03,0.74,0,1.2,11
"NB44",111,0,0,999.99,35.04,0.74,0,0.7,31
"NB45",112,0,0,999.99,33.68,0.74,0,0.7,31
"NB46",113,0,0,999.99,28.8,0.74,0,1.4,9
"NB52",114,0,0,999.99,34.17,0.74,0,0.7,31
"NB53",115,0,0,999.99,34.24,0.74,0,1.5,32
"NB54",116,0,0,999.99,32.55,0.74,0,1.4,32
"NB55",117,0,0,999.99,33.09,0.74,0,1.4,32
"NB56",118,0,0.001,999.99,25.96,0.74,0,1.8,10
"NB90",119,0,0.088,17.59,41.44,0.74,0.2,2.3,31
"NB91",120,0,0.057,31.88,37.11,0.74,0.2,2.5,14
"NC00",121,0,0.075,21.57,42.71,0.74,0.2,2.3,30
"NC01",122,0,0.076,20.41,41.73,0.74,0.2,2.2,32
"NC02",123,1,0.081,19.6,39.85,0.74,0.2,2.3,31
"NC03",124,0,0.085,18.13,37.39,0.74,0.2,2.3,31
"NC10",125,0,0.065,23.69,42.05,0.74,0.2,2.3,32
"NC11",126,1,0.073,19.43,42.39,0.74,0.2,2.2,32
"NC12",127,0,0.075,20.77,40.3,0.74,0.2,2.2,32
"NC13",128,2,0.089,17.71,38.33,0.74,0.2,2.3,30
"NC14",129,0,0.088,18.53,37.01,0.74,0.2,2.2,28
"NC15",130,0,0.097,17.78,35.68,0.74,0.3,2.4,12
"NC16",131,0,0.018,76.21,34,0.74,0,1.5,31
"NC20",132,0,0.033,47.28,35.77,0.74,0.1,1.7,28
"NC21",133,1,0.054,40.69,41.53,0.74,0.1,2.8,13
"NC22",134,0,0.083,18.13,41.13,0.74,0.2,2.3,32
"NC23",135,0,0.084,18.77,38.61,0.74,0.2,2.2,31
"NC24",136,0,0.086,18.73,36.55,0.74,0.2,2.2,29
"NC25",137,0,0.076,21.93,38.44,0.74,0.2,2.3,16
"NC26",138,0,0.009,169.41,35.92,0.74,0,1.4,33
"NC27",139,0,0.003,545.15,36.29,0.74,0,1.5,32
"NC30",140,0,0.103,20.04,30.95,0.74,0.2,2.1,7
"NC31",141,0,0.027,58.92,37.52,0.74,0.1,1.7,26
"NC32",142,0,0.049,68.27,43.65,0.74,0.1,2.4,5
"NC33",143,0,0.067,24.67,38.17,0.74,0.2,2.3,29
"NC34",144,0,0.061,32.49,38.62,0.74,0.2,2.4,14
"NC35",145,0,0.055,69.51,38.97,0.74,0.1,2.8,8
"NC36",146,0,0.036,45.36,39.15,0.74,0.1,1.5,30
"NC37",147,0,0.025,56.41,37.5,0.74,0,1.5,31
"NC40",148,0,0.096,16.55,32.97,0.74,0.2,2.1,23
"NC41",149,0,0.048,40.4,40.4,0.74,0.1,1.6,10
"NC42",150,0,0.035,42.06,39.87,0.74,0.1,2.2,32
"NC43",151,0,0.054,72.6,39.81,0.74,0.1,2.6,5
"NC44",152,0,0.053,69.15,39.74,0.74,0.1,2.7,7
"NC45",153,1,0.053,55.6,40.05,0.74,0.1,2.5,5
"NC46",154,0,0.076,26.7,37.95,0.74,0.2,2.6,11
"NC50",155,1,0.105,24.8,31.28,0.74,0.2,2.5,5
"NC51",156,0,0.107,20.85,30.01,0.74,0.2,2.1,5
"NC52",157,0,0.013,116.46,37.73,0.74,0,2.3,33
"NC53",158,0,0.05,49.29,38.99,0.74,0.1,2,6
"NC54",159,0,0.053,62.89,39.98,0.74,0.1,2.5,5
"NC55",160,0,0.022,66.77,40.68,0.74,0,1.6,32
"NC56",161,0,0.01,137.64,40.11,0.74,0,1.5,32
"NC60",162,1,0.056,26,33.64,0.74,0.2,2.6,32
"NC61",163,0,0.051,28.72,37.17,0.74,0.1,2.3,32
"NC62",164,0,0.02,69.83,39.26,0.74,0,1.6,32
"NC63",165,0,0.052,31.8,40.38,0.74,0.1,2.1,30
"NC64",166,0,0.027,74.5,43.19,0.74,0.1,2,11
"NC65",167,0,0.029,49.7,43.16,0.74,0.1,2.2,31
"NC66",168,0,0.089,18.17,32.21,0.74,0.2,2.3,24
"NC70",169,0,0.05,29.03,32.91,0.74,0.2,2.5,32
"NC71",170,0,0.041,39.91,37.54,0.74,0.1,2.3,31
"NC72",171,0,0.007,292.04,41.03,0.74,0,2.5,13
"NC73",172,0,0.018,85.84,42.17,0.74,0.1,2.3,32
"NC74",173,0,0.008,196.42,44.84,0.74,0,2,28
"NC75",174,0,0.016,90.08,44.04,0.74,0,2.2,32
"NC76",175,0,0.037,41.04,38.07,0.74,0.1,2.2,32
"NC80",176,0,0.09,19.24,23.26,0.74,0.3,2.9,14
"NC81",177,0,0.032,52.61,35.02,0.74,0.1,2,12
"NC82",178,0,0.02,90.87,38.6,0.74,0.1,2.3,22
"NC83",179,0,0.007,210.09,44.14,0.74,0,2.3,33
"NC84",180,0,0.008,184.35,43.18,0.74,0,2.2,33
"NC85",181,0,0.007,199.24,44.58,0.74,0,2.2,32
"NC86",182,0,0.009,156.84,44.11,0.74,0,2.2,32
"NC90",183,0,0.051,58.19,30,0.74,0.1,2.9,7
"NC91",184,0,0.067,20.79,23.69,0.74,0.2,2.4,32
"NC92",185,0,0.026,58.84,35.38,0.74,0.1,1.8,26
"NC93",186,0,0.006,286,41,0.74,0,2.4,27
"NC94",187,0,0.007,196.35,41.93,0.74,0,2.2,33
"NC95",188,0,0.006,220.88,42.82,0.74,0,2.2,32
"NC96",189,0,0.021,65.69,40.05,0.74,0.1,2.2,31
"ND01",190,0,0.06,24.82,26.68,0.74,0.2,2.3,32
"ND02",191,0,0.022,160.61,38.72,0.74,0,2.6,6
"ND03",192,0,0.008,238.35,40.67,0.74,0,2.4,23
"ND04",193,0,0.008,177.46,39.94,0.74,0,2.2,33
"ND05",194,0,0.009,153.45,41.45,0.74,0,2.2,32
"ND06",195,0,0.001,999.99,35.83,0.74,0,0.9,28
"ND07",196,0,0,999.99,39.37,0.74,0,1.3,7
"ND12",197,0,0.025,70.84,38.2,0.74,0.1,2.6,17
"ND13",198,0,0.017,124.62,39.52,0.74,0,2.1,8
"ND14",199,0,0.006,246.08,40.46,0.74,0,2.2,33
"ND15",200,0,0.003,455.15,36.86,0.74,0,0.8,33
"ND16",201,0,0,999.99,37.35,0.74,0,1.4,31
"ND17",202,0,0.004,369.08,40.71,0.74,0,2.2,32
"ND19",203,0,0.034,53.68,27.57,0.74,0.1,2.1,18
"ND23",204,0,0.002,999.99,30.4,0.74,0,1.1,5
"ND24",205,0,0.013,162.66,36.69,0.74,0,2.1,9
"ND25",206,0,0.002,999.99,38.22,0.74,0,1.1,7
"ND26",207,0,0,999.99,39.77,0.74,0,0.9,24
"ND27",208,0,0.003,999.99,44.42,0.74,0,1.7,13
"ND28",209,0,0,999.99,41.97,0.74,0,2,30
"ND29",210,0,0.031,66.87,27.82,0.74,0.1,2.1,13
"ND33",211,0,0,999.99,32.62,0.74,0,2.1,14
"ND34",212,0,0.002,777.86,38.7,0.74,0,1.5,26
"ND35",213,0,0,999.99,37.99,0.74,0,0.8,32
"ND36",214,0,0.005,368.44,38.1,0.74,0,2,27
"ND37",215,0,0.004,402.07,41.59,0.74,0,2.2,32
"ND38",216,0,0,999.99,42.94,0.74,0,1.3,12
"ND39",217,0,0.002,736.46,43.67,0.74,0,2.2,32
"ND47",218,0,0,999.99,43.87,0.74,0,1.7,32
"ND48",219,0,0,999.99,43.49,0.74,0,1.3,19
"ND49",220,0,0,999.99,42.77,0.74,0,0.9,29
"ND59",221,0,0,999.99,43.11,0.74,0,1,15
"NF56",222,0,0,999.99,34.25,0.74,0,0.7,31
"NF60",223,0,0.014,95.98,37.26,0.74,0,0.7,31
"NF61",224,0,0.004,325.01,41.52,0.74,0,0.7,31
"NF66",225,0,0,999.99,31.55,0.74,0,1.4,22
"NF67",226,0,0,999.99,33.66,0.74,0,0.7,31
"NF70",227,0,0.011,117.45,39.29,0.74,0,0.7,31
"NF71",228,0,0.007,199.15,40.53,0.74,0,0.7,31
"NF72",229,0,NA,NA,35.58,NA,0,NA,101
"NF73",230,0,0,999.99,40.27,0.74,0,0.7,31
"NF74",231,0,0,999.99,38.45,0.74,0,0.9,22
"NF75",232,0,0.001,999.99,35.11,0.74,0,0.7,31
"NF76",233,0,0,999.99,39.3,0.74,0,0.7,31
"NF77",234,0,0,999.99,40.92,0.74,0,0.7,31
"NF80",235,0,0.003,533.13,41.9,0.74,0,0.7,31
"NF81",236,0,NA,NA,29.15,NA,0,NA,101
"NF82",237,0,0,999.99,29.96,0.74,0,1.3,16
"NF83",238,0,NA,NA,34.35,NA,0,NA,101
"NF84",239,0,NA,NA,37.96,NA,0,NA,101
"NF85",240,0,NA,NA,40.75,NA,0,NA,101
"NF86",241,0,NA,NA,45.1,NA,0,NA,101
"NF87",242,0,NA,NA,44.11,NA,0,NA,101
"NF88",243,0,0,999.99,27.13,0.74,0,1.2,11
"NF89",244,0,NA,NA,30.91,NA,0,NA,101
"NF95",245,0,0,999.99,36.76,0.74,0,0.7,31
"NF96",246,0,0,999.99,37.33,0.74,0,2,8
"NF97",247,0,0,999.99,39.11,0.74,0,2.2,32
"NF98",248,0,0,999.99,31.84,0.74,0,0.7,31
"NF99",249,0,0.002,773.88,20.78,0.74,0,1.9,27
"NG07",250,0,NA,NA,46.29,NA,0,NA,101
"NG08",251,0,0,999.99,35.45,0.74,0,1.1,10
"NG09",252,0,0,999.99,33.52,0.74,0,2.2,32
"NG13",253,0,0.001,999.99,34.6,0.74,0,2.8,9
"NG14",254,0,NA,NA,34.42,NA,0,NA,101
"NG15",255,0,NA,NA,41.74,NA,0,NA,101
"NG18",256,0,0,999.99,34.51,0.74,0,0.7,31
"NG19",257,0,0,999.99,40.68,0.74,0,0.7,31
"NG20",258,0,0,999.99,36.63,0.74,0,0.7,31
"NG23",259,0,0.002,776.87,33.26,0.74,0,0.8,32
"NG24",260,0,NA,NA,36.38,NA,0,NA,101
"NG25",261,0,0,999.99,39.31,0.74,0,1.5,31
"NG26",262,0,NA,NA,42.67,NA,0,NA,101
"NG29",263,0,0,999.99,36.2,0.74,0,2,14
"NG30",264,0,0.032,41.2,34.03,0.74,0,0.7,31
"NG31",265,0,0.029,45.29,34.48,0.74,0,0.7,31
"NG32",266,0,0.022,59.88,32,0.74,0,0.8,31
"NG33",267,0,0,999.99,34.41,0.74,0,0.7,31
"NG34",268,0,NA,NA,33.12,NA,0,NA,101
"NG35",269,0,0,999.99,38.99,0.74,0,1.5,31
"NG36",270,0,0.002,589.51,33.16,0.74,0,2.2,32
"NG37",271,0,0.001,999.99,31.11,0.74,0,0.9,12
"NG38",272,0,0,999.99,30.06,0.74,0,1.2,11
"NG39",273,0,0.005,352.44,27.27,0.74,0,1.1,9
"NG40",274,0,0.03,54.3,31.05,0.74,0,0.9,16
"NG41",275,0,0.003,489.35,31.6,0.74,0,2.4,32
"NG42",276,0,0.015,88.28,28.29,0.74,0,0.7,31
"NG43",277,0,0,999.99,28.26,0.74,0,0.7,31
"NG44",278,0,0,999.99,32.77,0.74,0,2.2,31
"NG45",279,0,0.013,121.12,35.66,0.74,0,1.9,27
"NG46",280,0,0,999.99,36.54,0.74,0,1.5,31
"NG47",281,0,0.005,246.4,30.97,0.74,0,1.5,31
"NG49",282,0,0.007,195.47,25.16,0.74,0,2.2,31
"NG50",283,0,0.021,490.15,33.13,0.74,0,2.4,12
"NG51",284,0,0.009,303.96,34.32,0.74,0,2.8,11
"NG52",285,0,0.008,312.26,37.55,0.74,0,3,11
"NG53",286,0,0.009,207.69,28.34,0.74,0,2.4,8
"NG54",287,0,0.028,55.64,33.11,0.74,0.1,2,28
"NG55",288,0,0.002,868.91,31.57,0.74,0,2.7,28
"NG56",289,0,0,999.99,32.52,0.74,0,0.7,31
"NG60",290,0,0.023,606.66,32.63,0.74,0,3.5,9
"NG61",291,0,0.008,183.5,30.91,0.74,0,2.7,31
"NG62",292,0,0.006,999.99,28.38,0.74,0,2.5,10
"NG63",293,0,0.026,76.47,34.64,0.74,0.1,4,9
"NG64",294,0,0.01,198.1,33.25,0.74,0,2.1,22
"NG65",295,0,0.027,50.33,36.83,0.74,0.1,2.2,31
"NG66",296,0,0.039,39.34,34.76,0.74,0.1,2.7,28
"NG70",297,0,0.017,103.89,36.73,0.74,0,1.9,12
"NG71",298,0,0.015,89.67,35.73,0.74,0,2.2,31
"NG72",299,0,0.022,149.01,32.21,0.74,0.1,4.5,5
"NG73",300,0,0.003,508.35,34.92,0.74,0,3.3,32
"NG74",301,0,0.036,37.42,37.13,0.74,0.1,2.2,31
"NG75",302,0,0.02,78.65,36.11,0.74,0.1,2.2,32
"NG76",303,0,0.022,82.85,35.22,0.74,0,1.8,14
"NG77",304,0,0.034,46.23,37.53,0.74,0.1,2.1,32
"NG78",305,0,0,999.99,32.51,0.74,0,1.1,8
"NG79",306,0,0.018,73.06,34.96,0.74,0.1,2.2,31
"NG80",307,0,0.011,999.99,36.24,0.74,0,2.7,11
"NG81",308,0,0.017,161.22,37.35,0.74,0,2,5
"NG82",309,0,0.017,120.3,35.4,0.74,0.1,2.9,9
"NG83",310,0,0.025,77.52,30.43,0.74,0.1,5,21
"NG84",311,0,0.036,37.48,40.22,0.74,0.1,2.2,31
"NG85",312,0,0.03,58.59,37.98,0.74,0.1,2.1,30
"NG86",313,0,0.033,46.6,38.92,0.74,0.1,2.1,32
"NG87",314,0,0.05,29.69,39.63,0.74,0.1,2.1,32
"NG88",315,0,0.05,28.45,38.95,0.74,0.1,2.2,32
"NG89",316,0,0.064,25.66,42.04,0.74,0.2,2.2,32
"NG90",317,0,0.008,273.95,38.74,0.74,0,1.4,6
"NG91",318,0,0.009,191.97,36.15,0.74,0,1,10
"NG92",319,0,0.016,162.68,36.9,0.74,0,1.8,5
"NG93",320,0,0.011,177.83,35.08,0.74,0,2.4,10
"NG94",321,0,0.032,46.26,38.66,0.74,0.2,4.5,32
"NG95",322,0,0.045,30.41,41.63,0.74,0.1,2.2,31
"NG96",323,0,0.044,34.53,40.7,0.74,0.1,2.1,32
"NG97",324,1,0.058,22.79,38.15,0.74,0.2,2.2,31
"NG98",325,0,0.057,27.02,42.29,0.74,0.2,2.2,32
"NG99",326,0,0.068,23.66,43.23,0.74,0.2,2.2,32
"NH00",327,0,0.006,286.57,40.13,0.74,0,1.8,22
"NH01",328,0,0.005,999.99,37.76,0.74,0,1.9,33
"NH02",329,0,0.005,732.88,35.96,0.74,0,2,8
"NH03",330,0,0.012,226.23,36.29,0.74,0,1.8,6
"NH04",331,0,0.035,318.37,37.21,0.74,0,2.7,9
"NH05",332,2,0.036,39.68,39.2,0.74,0.2,4.4,32
"NH06",333,0,0.047,40.27,32.97,0.74,0.2,3,15
"NH07",334,0,0.056,25.09,41.48,0.74,0.2,2.2,32
"NH08",335,0,0.058,25.13,41.96,0.74,0.2,2.2,32
"NH09",336,0,0.065,24.72,43.15,0.74,0.2,2.2,32
"NH10",337,0,0.031,52.57,40.93,0.74,0.1,2,18
"NH11",338,0,0.006,330.59,38.66,0.74,0,2.5,14
"NH12",339,0,0.008,194.97,38.06,0.74,0,2.8,33
"NH13",340,0,0.037,528.54,37.39,0.74,0.1,4.2,14
"NH14",341,0,0.039,61.11,37.46,0.74,0.1,3.2,5
"NH15",342,0,0.043,36.55,34.06,0.74,0.2,3.1,30
"NH16",343,0,0.017,156.7,27.84,0.74,0,2.8,8
"NH17",344,0,0.038,35.9,29.73,0.74,0.1,1.6,31
"NH18",345,0,0.064,24.18,36.15,0.74,0.2,2.5,31
"NH19",346,1,0.072,21.02,42.58,0.74,0.2,2.2,32
"NH20",347,0,0.032,52.09,37.86,0.74,0.1,2,21
"NH21",348,0,0.038,37.08,36.09,0.74,0.1,1.6,32
"NH22",349,0,0.062,103.16,32.22,0.74,0.2,5.5,6
"NH23",350,0,0.036,36.9,37.65,0.74,0.2,4.5,31
"NH24",351,0,0.029,70.53,37.59,0.74,0.1,4.3,30
"NH25",352,0,0.041,37.28,34.26,0.74,0.2,4.6,32
"NH26",353,0,0.035,55.84,25.95,0.74,0.1,2.4,5
"NH27",354,0,0.05,37.43,39.27,0.74,0.2,3.2,7
"NH28",355,1,0.047,58.74,36.38,0.74,0.2,4,4
"NH29",356,0,0.041,37.36,38.62,0.74,0.1,2.4,32
"NH30",357,1,0.075,52.61,31.12,0.74,0.3,6.2,5
"NH31",358,0,0.041,283.12,32.99,0.74,0.1,5.7,11
"NH32",359,1,0.048,36.38,34.33,0.74,0.3,5.1,14
"NH33",360,2,0.055,37.1,34.47,0.74,0.3,5.3,8
"NH34",361,0,0.037,36.76,37.03,0.74,0.2,4.6,31
"NH35",362,0,0.048,34.68,34.69,0.74,0.3,4.7,29
"NH36",363,0,0.083,32.14,33.66,0.74,0.3,3.7,6
"NH37",364,0,0.041,38.58,34.28,0.74,0.2,3.6,32
"NH38",365,0,0.043,51.65,36.5,0.74,0.2,4.6,10
"NH39",366,0,0.05,41.86,34.45,0.74,0.1,2.4,11
"NH40",367,0,0.042,44.83,38.51,0.74,0.1,3,19
"NH41",368,0,0.099,30.59,29.88,0.74,0.6,7.5,11
"NH42",369,0,0.062,57.6,31.72,0.74,0.4,7.6,4
"NH43",370,0,0.072,34.63,33.59,0.74,0.5,7.1,9
"NH44",371,0,0.058,38.2,37.16,0.74,0.4,6.2,8
"NH45",372,0,0.073,41.63,37.57,0.74,0.4,5.9,7
"NH46",373,0,0.083,40.78,35.69,0.74,0.3,4.7,6
"NH47",374,0,0.035,42.71,38.58,0.74,0.2,5.1,32
"NH48",375,0,0.04,42.16,37.64,0.74,0.2,4.8,29
"NH49",376,1,0.106,34.68,31.54,0.74,0.3,3.1,11
"NH50",377,0,0.04,45.72,38.89,0.74,0.1,3.3,22
"NH51",378,0,0.045,160.87,33.05,0.74,0.2,5.7,11
"NH52",379,0,0.104,25.35,31.45,0.74,0.7,7.1,9
"NH53",380,1,0.095,29.19,31.59,0.74,0.6,7.2,9
"NH54",381,0,0.069,33.44,36.51,0.74,0.4,5.6,5
"NH55",382,1,0.06,37.06,37.8,0.74,0.3,5,5
"NH56",383,0,0.074,48.18,40,0.74,0.3,5.6,7
"NH57",384,0,0.087,46.56,36.93,0.74,0.3,5.2,9
"NH58",385,0,0.051,42.82,36.08,0.74,0.2,4.7,15
"NH59",386,1,0.093,64.16,32.6,0.74,0.2,4.4,6
"NH60",387,0,0.039,49.34,38.31,0.74,0.2,3.6,12
"NH61",388,0,0.04,49.55,36.52,0.74,0.2,3.8,9
"NH62",389,0,0.076,27.2,30.71,0.74,0.5,6.8,13
"NH63",390,0,0.103,22.81,32.17,0.74,0.6,6.4,13
"NH64",391,3,0.068,32.48,37.53,0.74,0.4,5.7,6
"NH65",392,0,0.059,37.02,40.35,0.74,0.4,5.9,7
"NH66",393,0,0.055,42.57,40.89,0.74,0.3,5.2,5
"NH67",394,0,0.068,56.98,40.27,0.74,0.3,5.7,8
"NH68",395,0,0.099,26.72,32.76,0.74,0.3,3.4,6
"NH69",396,1,0.101,29.48,30.9,0.74,0.3,3.4,4
"NH70",397,2,0.055,45.32,34.84,0.74,0.2,4.8,5
"NH71",398,0,0.054,35.71,36.83,0.74,0.2,3.6,11
"NH72",399,0,0.063,28.99,27.62,0.74,0.3,4.7,11
"NH73",400,0,0.09,24.9,29.09,0.74,0.6,6.4,7
"NH74",401,0,0.062,33.43,37.29,0.74,0.4,5.8,8
"NH75",402,0,0.05,46.52,40.76,0.74,0.2,5,6
"NH76",403,0,0.05,48.96,41.4,0.74,0.3,5.3,5
"NH77",404,0,0.052,51.34,40.5,0.74,0.3,5.4,4
"NH78",405,0,0.054,39.97,38.04,0.74,0.2,4.1,8
"NH79",406,0,0.108,45.64,30.78,0.74,0.3,3.7,7
"NH80",407,4,0.124,18.48,31.87,0.74,1,8.2,13
"NH81",408,0,0.066,27.87,33.42,0.74,0.5,7.4,14
"NH82",409,0,0.064,38.4,30.61,0.74,0.5,7.7,6
"NH83",410,0,0.073,25.93,26.59,0.74,0.4,4.6,9
"NH84",411,1,0.065,41.09,35.12,0.74,0.4,6.6,6
"NH85",412,0,0.054,53.25,40.02,0.74,0.2,5,4
"NH86",413,0,0.049,43.55,38.96,0.74,0.2,3.7,14
"NH87",414,0,0.051,55.25,38.84,0.74,0.2,4.1,6
"NH88",415,0,0.046,48.87,36.61,0.74,0.2,3.6,10
"NH89",416,0,0.046,44.12,36.88,0.74,0.2,3.4,8
"NH90",417,3,0.05,37.44,39.41,0.74,0.3,6.4,23
"NH91",418,6,0.109,20.38,32.17,0.74,0.9,8.1,11
"NH92",419,0,0.088,23.02,31.3,0.74,0.6,6.9,20
"NH93",420,0,0.068,28.33,25.14,0.74,0.3,4.5,7
"NH94",421,0,0.077,24.24,38.06,0.74,0.5,6.2,25
